seqName,clade,pango_growth,clade_growth,pango_lif,clade_lif,pango_time,clade_time
BL.1.3,22D,0.6059643918028991,0.4832606328277219,-344.5661299408467,-336.9477416261544,964.0,1027.627403213063
BJ.1,21L,0.6260234495939143,0.35894924126709815,-363.5874223672506,-222.62331989377134,1021.3846153846154,817.5416739411294
BL.2,22D,0.6115573423100517,0.4832606328277219,-347.12435993164564,-336.9477416261544,989.9433962264151,1027.627403213063
BL.3,22D,0.5925990810453313,0.4832606328277219,-330.90373462662956,-336.9477416261544,929.1764705882354,1027.627403213063
BL.4,22D,0.6029790342290235,0.4832606328277219,-340.7918590991032,-336.9477416261544,952.8,1027.627403213063
BL.2.1,22D,0.6090264733191938,0.4832606328277219,-347.1236175715147,-336.9477416261544,979.1111111111111,1027.627403213063
BM.1,22D,0.6062437740035304,0.4832606328277219,-343.6317131571659,-336.9477416261544,965.7,1027.627403213063
BL.6,22D,0.6186591029791826,0.4832606328277219,-355.0703609258823,-336.9477416261544,1009.0243902439024,1027.627403213063
BM.1.1,22D,0.6115492799805754,0.4832606328277219,-346.32023258429035,-336.9477416261544,989.8510638297872,1027.627403213063
BM.1.1.1,22D,0.608900425888087,0.4832606328277219,-345.865782722402,-336.9477416261544,978.25,1027.627403213063
BM.2,22D,0.6172603977333556,0.4832606328277219,-354.14167268547106,-336.9477416261544,1006.5769230769232,1027.627403213063
BM.1.1.3,22D,0.6140996156564476,0.4832606328277219,-348.28837320821293,-336.9477416261544,998.2,1027.627403213063
BM.2.1,22D,0.6220022266465474,0.4832606328277219,-359.2654510693837,-336.9477416261544,1009.1176470588234,1027.627403213063
BM.1.1.4,22D,0.654307287857753,0.4832606328277219,-392.55349523404794,-336.9477416261544,1058.2777777777778,1027.627403213063
BM.1.1.5,22D,0.6537731004332198,0.4832606328277219,-394.8787813216826,-336.9477416261544,1057.0,1027.627403213063
BN.1.1,22D,0.6468775755279412,0.4832606328277219,-382.5904121905466,-336.9477416261544,1051.025641025641,1027.627403213063
BM.3,22D,0.5817626884640275,0.4832606328277219,-322.6619678345956,-336.9477416261544,912.6666666666666,1027.627403213063
BM.4,22D,0.5755422873628582,0.4832606328277219,-316.7370537414772,-336.9477416261544,905.75,1027.627403213063
BM.4.1,22D,0.6096504464979896,0.4832606328277219,-348.82965795178137,-336.9477416261544,982.3333333333333,1027.627403213063
BM.4.1.1,22D,0.6141114471250152,0.4832606328277219,-348.83632759950643,-336.9477416261544,998.3376068376067,1027.627403213063
BN.1,22D,0.6422961001997465,0.4832606328277219,-375.26431521741915,-336.9477416261544,1042.5012696800404,1027.627403213063
BN.1.1.1,22D,0.6528394284425998,0.4832606328277219,-390.6345599230612,-336.9477416261544,1054.9615384615386,1027.627403213063
BN.1.2,22D,0.6517116508574663,0.4832606328277219,-386.2111238890258,-336.9477416261544,1052.5582450832076,1027.627403213063
BN.1.2.1,22D,0.6431112012807857,0.4832606328277219,-380.40395911427606,-336.9477416261544,1044.4074074074074,1027.627403213063
BN.1.2.2,22D,0.6534682891863659,0.4832606328277219,-391.3378435096551,-336.9477416261544,1056.2,1027.627403213063
BM.5,22D,0.600295613995989,0.4832606328277219,-339.00740705942076,-336.9477416261544,946.2857142857142,1027.627403213063
BN.1.2.3,22D,0.6474384886249386,0.4832606328277219,-383.3846004746529,-336.9477416261544,1051.330708661417,1027.627403213063
BN.1.2.4,22D,0.6565595555932391,0.4832606328277219,-394.3978369353835,-336.9477416261544,1063.5806451612902,1027.627403213063
BN.1.2.5,22D,0.653871291482073,0.4832606328277219,-392.4977562810371,-336.9477416261544,1057.1666666666665,1027.627403213063
BN.1.2.6,22D,0.6523496901208184,0.4832606328277219,-391.179208900017,-336.9477416261544,1053.888888888889,1027.627403213063
BN.1.2.7,22D,0.7054996742160033,0.4832606328277219,-450.3509463764829,-336.9477416261544,1177.2,1027.627403213063
BN.1.2.8,22D,0.6460634788104307,0.4832606328277219,-386.7859896450908,-336.9477416261544,1049.0,1027.627403213063
BN.1.3,22D,0.6431615620094264,0.4832606328277219,-376.4751495483228,-336.9477416261544,1044.5922598479613,1027.627403213063
BN.1.3.2,22D,0.6648641876003566,0.4832606328277219,-406.0342393542664,-336.9477416261544,1092.5,1027.627403213063
BN.1.3.1,22D,0.6456954674287656,0.4832606328277219,-379.52413125553693,-336.9477416261544,1048.298245614035,1027.627403213063
BN.1.3.3,22D,0.6428700360309086,0.4832606328277219,-378.91542448229694,-336.9477416261544,1043.5591397849462,1027.627403213063
BN.1.3.4,22D,0.6565442943669235,0.4832606328277219,-397.12246340174454,-336.9477416261544,1063.5,1027.627403213063
BN.1.3.6,22D,0.632986895457976,0.4832606328277219,-367.3371255236385,-336.9477416261544,1037.755319148936,1027.627403213063
BN.1.3.5,22D,0.6530299406496787,0.4832606328277219,-389.04388767455714,-336.9477416261544,1055.3461538461538,1027.627403213063
BN.1.3.7,22D,0.6452606012520415,0.4832606328277219,-381.7705905424351,-336.9477416261544,1047.2153846153847,1027.627403213063
BN.1.3.9,22D,0.6557799991629505,0.4832606328277219,-395.6179385516593,-336.9477416261544,1061.5,1027.627403213063
BN.1.3.11,22D,0.6645688384010747,0.4832606328277219,-404.46025976431355,-336.9477416261544,1090.0,1027.627403213063
BN.1.3.8,22D,0.6329845187011013,0.4832606328277219,-370.3198074902527,-336.9477416261544,1037.7368421052631,1027.627403213063
BN.1.4,22D,0.6413505506948457,0.4832606328277219,-375.83402254962954,-336.9477416261544,1040.1201923076924,1027.627403213063
BN.1.4.1,22D,0.6476097505443503,0.4832606328277219,-385.36437483939403,-336.9477416261544,1052.0,1027.627403213063
BN.1.4.2,22D,0.653950744879184,0.4832606328277219,-391.8085720029736,-336.9477416261544,1057.3846153846155,1027.627403213063
BN.1.4.3,22D,0.6443931055097717,0.4832606328277219,-380.2849018324854,-336.9477416261544,1046.0258620689656,1027.627403213063
BN.1.4.5,22D,0.6324016583860819,0.4832606328277219,-367.7162016942305,-336.9477416261544,1035.9290780141844,1027.627403213063
BN.1.3.12,22D,0.6414507173904054,0.4832606328277219,-378.8778652974157,-336.9477416261544,1040.409090909091,1027.627403213063
BN.1.5.1,22D,0.6300818986864367,0.4832606328277219,-368.3468110385725,-336.9477416261544,1034.5714285714284,1027.627403213063
BN.1.5,22D,0.6419040836919168,0.4832606328277219,-375.52550863537954,-336.9477416261544,1041.5109126984128,1027.627403213063
BN.1.5.2,22D,0.6467834861007499,0.4832606328277219,-382.77071124853694,-336.9477416261544,1050.6440677966102,1027.627403213063
BN.1.8,22D,0.6108042500042584,0.4832606328277219,-350.3592026223197,-336.9477416261544,987.0,1027.627403213063
BN.1.7,22D,0.6445329053350171,0.4832606328277219,-379.6474259882197,-336.9477416261544,1046.515748031496,1027.627403213063
BN.1.6,22D,0.659122502880079,0.4832606328277219,-399.57724393322417,-336.9477416261544,1076.5,1027.627403213063
BN.1.10,22D,0.6405614049299412,0.4832606328277219,-376.6025421076234,-336.9477416261544,1039.1294117647058,1027.627403213063
BN.1.9,22D,0.6329062522117112,0.4832606328277219,-368.15261314624627,-336.9477416261544,1037.1568627450981,1027.627403213063
BN.2.1,22D,0.6144513227920122,0.4832606328277219,-351.0172045383272,-336.9477416261544,1000.5405405405405,1027.627403213063
BN.2,22D,0.5976959857636686,0.4832606328277219,-336.19901187474693,-336.9477416261544,941.3,1027.627403213063
BN.3,22D,0.609270363161905,0.4832606328277219,-347.95050049295537,-336.9477416261544,981.6,1027.627403213063
BN.1.11,22D,0.6530056027676154,0.4832606328277219,-392.122151478975,-336.9477416261544,1055.2857142857142,1027.627403213063
BN.4,22D,0.6112788907369137,0.4832606328277219,-349.5683913683124,-336.9477416261544,988.0,1027.627403213063
BN.6,22D,0.6087290307970428,0.4832606328277219,-344.84079996729145,-336.9477416261544,976.6969696969697,1027.627403213063
BQ.1,22E,0.6408444897051306,0.49622051231334174,-371.16161455332946,-348.01214920833087,1039.9562210230297,1050.9645053894194
BN.5,22D,0.6071141953016117,0.4832606328277219,-343.2327578814139,-336.9477416261544,969.3913043478261,1027.627403213063
BQ.1.1,22E,0.6523235393606648,0.49622051231334174,-382.46655230191186,-348.01214920833087,1053.8340128130458,1050.9645053894194
BQ.1.1.1,22E,0.6540456874187768,0.49622051231334174,-388.1186845825522,-348.01214920833087,1057.6542137271938,1050.9645053894194
BQ.1.1.2,22E,0.6565157274847823,0.49622051231334174,-391.2749550229835,-348.01214920833087,1063.4032738095239,1050.9645053894194
BQ.1.1.4,22E,0.6516935834186617,0.49622051231334174,-384.2965011888306,-348.01214920833087,1052.5238636363636,1050.9645053894194
BQ.1.1.3,22E,0.6456516059932158,0.49622051231334174,-378.0782793482515,-348.01214920833087,1048.1407482820055,1050.9645053894194
BN.3.1,22D,0.6524758980240122,0.4832606328277219,-388.6264921958806,-336.9477416261544,1054.1439393939395,1027.627403213063
BQ.1.1.14,22E,0.651733529407988,0.49622051231334174,-390.42532154295105,-348.01214920833087,1052.6,1050.9645053894194
BQ.1.1.7,22E,0.6460132243007545,0.49622051231334174,-379.543384849694,-348.01214920833087,1048.8152337858219,1050.9645053894194
BQ.1.1.8,22E,0.6456882490968193,0.49622051231334174,-381.6566305464167,-348.01214920833087,1048.2719298245613,1050.9645053894194
BQ.1.1.6,22E,0.6466345324287137,0.49622051231334174,-381.00829946482025,-348.01214920833087,1050.268707482993,1050.9645053894194
BQ.1.1.5,22E,0.6460732368887057,0.49622051231334174,-378.9426508778399,-348.01214920833087,1049.03572815534,1050.9645053894194
BQ.1.1.10,22E,0.6605523749852197,0.49622051231334174,-395.24026573857424,-348.01214920833087,1073.4585106382979,1050.9645053894194
BQ.1.1.9,22E,0.6572995997616914,0.49622051231334174,-396.3160825737548,-348.01214920833087,1065.6,1050.9645053894194
BQ.1.1.11,22E,0.6586507142483526,0.49622051231334174,-394.7537513119855,-348.01214920833087,1068.686567164179,1050.9645053894194
BQ.1.1.15,22E,0.6552298113009629,0.49622051231334174,-390.62832303838667,-348.01214920833087,1061.1006097560976,1050.9645053894194
BQ.1.1.12,22E,0.6222172152787223,0.49622051231334174,-361.62261251557635,-348.01214920833087,1010.5,1050.9645053894194
BQ.1.1.18,22E,0.6539171237216821,0.49622051231334174,-387.04325436784256,-348.01214920833087,1057.2923599320882,1050.9645053894194
BQ.1.1.19,22E,0.6354525843054945,0.49622051231334174,-371.81153226620387,-348.01214920833087,1038.6851851851852,1050.9645053894194
BQ.1.1.16,22E,0.6562487133430076,0.49622051231334174,-395.89210788220316,-348.01214920833087,1062.6000000000001,1050.9645053894194
BQ.1.1.22,22E,0.6537575081066392,0.49622051231334174,-389.75635525737414,-348.01214920833087,1056.9575757575758,1050.9645053894194
