count,date,nextcladePangoLineage,nextstrainClade
1,2024-04-20,XDQ.1,recombinant
3,2025-02-11,MC.10.1.1,24E
1,2025-01-03,MC.1.7,24E
2,2024-02-04,JN.1.8,24A
4,2024-08-01,MA.1.2,24A
1,2025-03-01,KP.3.1.1,24E
3,2024-03-09,JN.1.18,24A
1,2024-04-24,KP.1.1.1,24B
7,2024-10-02,MC.11,24E
5,2024-02-02,JN.1.47,24A
1,2024-09-19,XEN,recombinant
1,2024-11-04,XEC.8,24F
3,2024-05-25,XDV.1.11,24D
1,2024-08-11,KP.2.3.2,24G
1,2024-01-12,JN.1.24,24A
1,2025-02-14,KS.1.1,24A
3,2024-07-11,KW.1.1,24A
22,2024-03-22,JN.1.7,24A
13,2024-02-01,JN.1.2,24A
1,2024-12-21,LF.7.1.4,24H
1,2024-11-25,KP.3.3.1,24C
1,2024-01-16,JQ.1,23I
2,2024-01-28,JN.1.8.3,24A
1,2024-10-31,KP.3.1.10,24C
1,2024-10-22,LF.7.2,24H
5,2024-03-23,KV.2,24A
2,2024-11-12,XEV,recombinant
1,2024-04-17,LB.1,24A
5,2024-09-12,KP.3.3.3,24C
1,2024-01-25,JN.2.5,23I
1,2024-06-24,LF.8.1,24A
1,2024-07-01,NS.3,24A
2,2024-09-02,LB.1.4.1,24A
2,2024-09-26,MU.2.1.1,24B
4,2024-07-15,LD.1,24A
1,2024-09-01,XDV.1.9.1,24D
1,2024-01-18,JN.1.8.3,24A
4,2024-06-18,LF.3.1,24A
2,2024-11-08,MC.13,24E
1,2024-02-12,JN.1.54,24A
2,2024-01-06,GK.1.1.1,23G
1,2024-07-18,KP.4.1.2,24B
1,2025-01-28,KP.2.3.4,24G
9,2024-01-15,JN.1.43,24A
8,2024-03-01,KQ.1,24A
4,2024-04-16,JN.1.32,24A
15,2024-08-15,MC.16,24E
1,2024-02-11,JN.1.38,24A
1,2024-10-06,MC.26.1,24E
1,2024-03-01,KP.4.1,24B
1,2024-03-31,KQ.1,24A
1,2024-03-10,KP.1.1,24B
1,2024-02-28,KU.1,24A
4,2024-03-10,JN.1.42,24A
11,2024-08-09,MC.13,24E
2,2024-07-28,KP.2.5,24B
3,2024-07-24,MC.13.1,24E
11,2025-01-04,LP.8.1,25A
2,2024-06-29,LP.6,24B
1,2024-02-23,JN.1.26,24A
5,2024-11-14,MC.24,24E
1,2024-02-05,JN.1.51,24A
1,2024-06-11,KP.3.3.4,24C
1,2024-07-25,XDY,recombinant
2,2024-04-22,LE.1.2,24A
3,2024-03-05,JN.1.4.3,24A
3,2024-09-08,MC.9,24E
1,2024-06-06,LP.6,24B
3,2024-06-12,LB.1.7.1,24A
12,2024-06-10,KP.3.3.3,24C
1,2024-10-30,LB.1,24A
1,2024-04-26,JN.1.48.1,24A
4,2024-09-27,MC.9,24E
1,2024-03-06,JN.1.23,24A
7,2024-06-10,KP.1.1,24B
2,2024-05-04,JN.1.4.8,24A
1,2024-03-03,JN.1.4.1,24A
4,2024-10-21,MC.1,24E
8,2024-02-11,JN.1.4.2,24A
2,2024-06-21,JN.1.7.8,24A
2,2024-06-27,KP.2.3.7,24G
1,2025-01-29,XFB,recombinant
7,2024-08-11,LB.1.3.5,24A
3,2024-02-07,JN.1.25.1,24A
2,2024-01-24,JN.1.17,24A
1,2024-06-16,LP.6,24B
1,2025-01-20,XEK.5,recombinant
1,2024-07-22,MM.1,24C
8,2024-03-10,JN.1.8.1,24A
9,2024-08-09,KP.3,24C
1,2024-01-07,XBB.1.9.2,23D
1,2024-06-12,KP.2.3.8,24G
2,2024-02-18,LF.1.1,24A
3,2024-06-30,KW.1.1,24A
20,2024-06-29,KP.2.2,24B
1,2024-05-17,JN.1.7.2,24A
1,2024-01-26,JN.3,23I
1,2025-02-20,LP.8.1.4,25A
2,2024-01-25,JN.1.53,24A
4,2024-11-14,MC.8.1,24E
1,2024-06-15,LZ.1.1,24A
10,2024-05-28,KP.4.1,24B
3,2024-06-30,KP.3.3.2,24C
2,2025-01-21,NY.1,25A
11,2024-04-18,KP.2,24B
2,2024-07-24,LB.1.3.1,24A
1,2024-03-01,JG.3,23F
7,2024-07-28,JN.1.16.1,24A
1,2024-02-26,JN.1.20,24A
7,2024-05-07,KP.1.1,24B
2,2024-01-16,JN.1.4.7,24A
4,2024-12-22,XEC.12,24F
1,2024-11-03,XEC.2.2,24F
1,2024-04-03,KP.2.16,24B
2,2024-07-05,JN.1.18.6,24A
6,2024-01-08,JN.1.47,24A
27,2024-01-23,JN.1.42,24A
1,2024-01-23,JN.1.63,24A
1,2024-07-20,LP.6,24B
1,2024-12-13,MC.13.3.1,24E
4,2024-03-15,JN.1.18,24A
1,2024-11-19,MC.9,24E
1,2024-01-25,JN.1.30,24A
1,2025-02-08,MC.30.1.1,24E
1,2024-09-18,MB.1.1.1,24A
4,2024-08-05,LY.1,24A
2,2024-06-18,MF.1,24A
3,2024-07-19,LB.1.3.2,24A
1,2024-01-16,JN.1.57,24A
1,2024-02-18,LC.1,24A
4,2024-07-29,LW.1,24C
3,2024-05-10,JN.1.18.2,24A
1,2024-01-04,KQ.1,24A
1,2024-01-22,KZ.1,24A
12,2024-07-08,LB.1.3.5,24A
1,2024-10-21,MC.8.1,24E
1,2024-07-11,JN.1.4,24A
3,2024-02-01,JN.1.43.1,24A
6,2024-01-19,JN.1.8,24A
14,2024-09-19,LB.1,24A
1,2025-01-12,MC.16,24E
13,2024-06-04,KP.1.1.1,24B
25,2024-11-17,XEC,24F
3,2024-02-26,JN.1.34,24A
1,2024-07-08,LF.3,24A
1,2024-06-05,KP.2.3.11,24G
2,2024-01-15,JN.1.27,24A
1,2024-01-30,KV.1,24A
1,2024-06-24,MC.2,24E
25,2025-02-07,LP.8.1,25A
1,2024-06-26,KP.2.3.4,24G
5,2024-05-14,KP.3.1,24C
1,2025-01-01,XEC.1,24F
1,2024-04-14,KP.4.2,24B
6,2024-02-19,JN.1.9,24A
6,2024-08-12,KP.2.19,24B
1,2024-08-31,LF.3.1.2,24A
1,2024-01-17,JN.1.20,24A
1,2024-07-16,LU.2,24A
1,2024-11-21,MC.28,24E
3,2024-07-08,LB.1.7.1,24A
1,2024-02-01,JN.1.9.1,24A
6,2024-02-24,KV.2,24A
3,2025-02-27,MC.33.1,24E
18,2024-08-05,KP.3,24C
11,2024-02-20,JN.1.9,24A
1,2024-01-18,JN.1.68.1,24A
2,2024-08-15,KP.2.3.11,24G
10,2024-03-02,JN.1.8.1,24A
1,2024-01-01,JN.1.4.6,24A
4,2024-01-18,JN.1.38,24A
1,2024-07-12,LR.1,24A
3,2024-12-21,XEC.9,24F
1,2024-08-25,NM.1,24G
6,2024-01-27,JN.1.6,24A
1,2024-01-13,JN.1.48,24A
1,2024-10-28,LF.7.3,24H
2,2024-08-12,LP.10.1,24B
2,2024-03-17,JN.1.43.1,24A
1,2024-06-26,MC.28,24E
2,2024-05-13,JN.1.52,24A
1,2024-01-05,HK.2.1,23F
1,2025-01-29,XFC,recombinant
1,2024-06-20,MC.9,24E
2,2024-12-17,MC.31,24E
1,2024-08-11,KP.2.3.6,24G
1,2024-03-14,LA.1,24A
7,2024-08-29,MC.9,24E
3,2024-05-29,KP.3.3.3,24C
9,2024-01-26,JN.1.22,24A
8,2024-01-28,JN.1.32,24A
7,2024-01-28,JN.1.22,24A
1,2024-06-10,LB.1.7.2,24A
2,2024-07-29,LZ.1,24A
1,2024-01-29,JN.1.28.1,24A
1,2025-02-17,XEC.22,24F
6,2024-06-17,ML.2,24C
3,2024-05-29,LF.1.1.1,24A
1,2024-01-06,JN.1.54,24A
10,2024-04-16,JN.1.8.1,24A
13,2024-06-23,KP.3,24C
1,2024-01-25,LV.1,23I
5,2024-02-02,JN.1.38.1,24A
7,2024-05-27,LB.1,24A
1,2024-09-17,MC.30.1.1,24E
5,2024-10-17,MC.24,24E
1,2024-05-30,MH.1,24A
1,2024-09-05,LB.1.2.1,24A
12,2024-10-17,KP.2.3,24G
2,2024-06-11,LZ.1,24A
3,2024-07-08,KP.2.3.3,24G
2,2024-07-10,KP.2.3.5,24G
2,2024-08-04,JN.1.7,24A
3,2024-08-01,MC.10,24E
4,2024-02-03,JN.1.8,24A
1,2024-11-09,LY.1,24A
3,2024-09-09,KP.3.3.8,24C
12,2024-01-25,JN.1.8.1,24A
2,2024-05-06,JN.1.4.3,24A
3,2024-01-28,JN.1.43.1,24A
29,2025-02-03,LP.8.1,25A
1,2024-06-11,KP.3.1.12,24C
13,2024-09-10,KP.1.1.3,24B
65,2025-02-06,XEC,24F
3,2024-09-14,KP.2.2.1,24B
2,2024-12-03,MC.23,24E
1,2024-04-07,JN.1.5,24A
1,2024-10-11,LP.1.2,24B
9,2024-01-05,JN.1.46,24A
2,2024-01-11,JN.1.4.1,24A
1,2024-07-17,LF.3.1.2,24A
3,2024-08-21,KP.3.1.4,24C
15,2024-01-24,KV.2,24A
3,2024-09-06,KP.1.1.1,24B
1,2024-09-23,MU.2,24B
10,2024-07-31,LB.1.3.2,24A
11,2024-01-23,KV.2,24A
5,2024-07-08,LZ.1.1,24A
2,2024-05-22,KP.3.1.12,24C
1,2024-07-11,LU.1,24A
10,2024-02-12,JN.1.4.6,24A
2,2024-01-19,LB.1,24A
4,2024-02-19,JN.1.6,24A
1,2025-02-07,XEC.24,24F
1,2024-12-17,LF.7.6,24H
1,2024-11-30,MC.10,24E
1,2024-12-05,NL.2,24A
1,2024-01-19,JN.1.42.2,24A
1,2024-02-09,JN.1.3,24A
1,2024-03-26,JN.1.1.2,24A
2,2024-08-07,MG.3,24B
3,2024-02-06,JN.2,23I
3,2024-07-26,MC.1,24E
1,2024-10-03,XEC.3,24F
2,2024-06-11,KP.2.3.3,24G
1,2024-05-31,JN.1.55.1,24A
1,2024-06-18,LE.1.1,24A
2,2024-10-20,KP.2.3.4,24G
1,2024-11-26,XEK.2,recombinant
1,2024-07-19,KP.3.3.2,24C
1,2024-03-16,JN.1.52,24A
1,2024-12-17,MC.10.2,24E
2,2024-01-08,JN.1.56,24A
4,2024-06-23,JN.1.16.1,24A
1,2024-08-09,MD.3.1.3,24A
13,2024-01-29,JN.1.31,24A
2,2024-01-13,JN.1.20,24A
1,2024-07-28,MG.2,24B
4,2025-01-28,XEC.4.1,24F
1,2024-12-26,NY.8,25A
2,2024-05-26,LF.1,24A
6,2024-01-15,BA.2.86.1,23I
1,2024-09-25,XDY,recombinant
9,2024-08-05,LB.1.4,24A
4,2024-02-04,JN.1.47,24A
33,2024-01-31,JN.1.8.1,24A
1,2024-01-12,JN.1.26,24A
2,2024-08-16,MU.2.1,24B
3,2024-05-01,KW.1.1,24A
6,2024-01-07,JN.1.4.2,24A
1,2024-10-24,LF.7.2,24H
1,2024-01-02,JN.1.4.4,24A
8,2024-05-23,KP.3.3.3,24C
1,2024-02-22,JN.1.28,24A
1,2024-01-15,JN.1.49.1,24A
3,2024-03-22,KP.1.1,24B
1,2024-08-10,KP.2.24,24B
1,2024-03-27,JN.1.4.3,24A
1,2024-02-14,JN.1.20,24A
1,2024-03-05,KP.1,24B
1,2024-07-07,KP.2.25,24B
2,2024-01-02,JN.1.24,24A
1,2024-09-26,KP.3.2.8,24C
2,2024-06-09,KP.2.3.4,24G
1,2024-07-16,KP.2.3.7,24G
1,2024-11-28,MC.9,24E
2,2024-05-05,LB.1.4,24A
4,2024-02-07,KQ.1,24A
7,2024-03-07,JN.1.1,24A
1,2024-10-21,MC.26,24E
1,2024-06-11,JN.1.39,24A
1,2024-04-19,JN.1.42,24A
2,2025-01-02,XEK.5,recombinant
5,2024-01-17,JN.3.3,23I
2,2024-02-05,JN.1.4.1,24A
1,2024-06-23,XDP.1,recombinant
1,2025-02-07,MC.24,24E
16,2024-06-03,KP.3.1,24C
1,2024-08-27,KP.3.2.4,24C
1,2024-01-05,JN.1.7.2,24A
3,2024-04-24,JN.1.18,24A
1,2025-03-27,LF.7.8,24H
5,2024-01-10,JN.6,23I
46,2025-01-02,KP.3.1.1,24E
6,2024-01-10,JN.1.45,24A
6,2024-01-08,JN.1.8,24A
15,2024-01-08,KV.2,24A
1,2024-03-12,LF.4,24A
1,2024-09-11,LF.3.1.1,24A
4,2024-01-24,JN.1.7.5,24A
1,2024-01-30,JN.1.39.3,24A
3,2024-09-23,MC.6,24E
1,2024-09-23,KP.3.1.6,24C
1,2024-04-14,HV.1,23F
2,2024-04-08,KS.1,24A
2,2024-04-15,JN.1.52,24A
2,2024-01-16,JN.1.64,24A
1,2025-03-27,LP.8.1.2,25A
1,2024-02-11,JN.1.52,24A
1,2024-01-13,JN.4,23I
4,2024-04-03,JN.1.7.2,24A
1,2024-08-19,LF.9,24A
9,2024-02-02,JN.1.6,24A
2,2024-01-16,JN.1.38.1,24A
4,2024-02-06,JN.1.6,24A
4,2024-12-31,XEK,recombinant
1,2024-09-29,LB.1.4.1,24A
2,2025-01-23,XEC.4,24F
2,2024-05-23,LB.1.8,24A
1,2024-03-18,LF.4,24A
2,2024-09-18,LB.1.7.2,24A
1,2024-06-08,KP.3.2.1,24C
3,2025-01-03,MC.16,24E
2,2024-01-19,LE.1,24A
3,2024-09-15,KP.2.28.1,24B
3,2024-07-29,LB.1.2.2,24A
1,2025-02-07,KP.2,24B
3,2024-01-08,JN.1.54,24A
1,2024-01-17,JN.1.25.1,24A
1,2024-08-07,KP.5,24B
1,2024-10-17,NL.4.1,24A
7,2024-01-07,JN.1.6,24A
1,2025-02-05,LP.8.1.3,25A
1,2024-04-25,KW.1.1,24A
2,2024-05-12,LB.1.3.2,24A
4,2024-01-01,JN.1.7,24A
1,2025-01-22,LP.8.1.9,25A
4,2024-08-12,MC.11,24E
44,2024-03-02,JN.1.4,24A
12,2024-02-20,KV.2,24A
1,2025-01-16,NL.2,24A
10,2024-02-29,JN.1.18,24A
1,2024-09-17,KS.1.1.1,24A
1,2024-01-07,EG.5.1.1,23F
210,2024-09-23,KP.3.1.1,24E
14,2024-03-05,JN.1.39,24A
3,2024-04-04,JN.1.6,24A
1,2025-02-05,LF.7.1,24H
3,2024-11-09,MC.1,24E
5,2024-01-04,JN.1.43.1,24A
1,2024-07-10,LG.1,24A
1,2024-05-01,KP.2.3.11,24G
1,2024-04-26,JN.1.11.1,24B
2,2024-07-28,LB.1.3.1,24A
1,2024-09-03,MC.36.2,24E
1,2024-05-12,JN.1.7.2,24A
2,2024-05-16,MF.1,24A
1,2024-01-01,XCH.1,recombinant
1,2024-09-21,KP.3.1.12,24C
1,2024-02-06,JN.1.18.2,24A
1,2024-06-21,KP.3.2.2,24C
3,2024-09-07,MG.2,24B
1,2025-02-03,NC.1.2.2,24A
2,2024-04-19,LB.1,24A
1,2024-05-30,KP.3.4,24C
1,2024-03-21,XDZ,recombinant
14,2024-04-22,JN.1.4,24A
1,2024-06-19,KS.1.3,24A
1,2024-01-06,JN.1.27,24A
3,2024-06-27,LF.1.1.1,24A
5,2024-09-23,KP.2.3.3,24G
1,2025-02-27,MC.21.1,24E
1,2024-02-02,JQ.1,23I
16,2024-01-31,JN.1.39,24A
4,2024-12-09,MC.13,24E
1,2024-11-29,MC.28.1.1,24E
4,2024-02-28,JN.1.34,24A
1,2024-09-04,JN.1.18,24A
1,2024-03-18,JN.1.7.2,24A
8,2024-06-20,JN.1.16.1,24A
1,2024-07-21,KP.2.3.15,24G
6,2024-05-10,JN.1.8.1,24A
7,2024-04-14,KP.2,24B
1,2024-10-27,XEK.2,recombinant
1,2024-02-27,JN.1.37,24A
1,2024-09-03,NL.4.1,24A
1,2024-09-04,KP.4.1,24B
1,2024-05-10,LB.1.8,24A
1,2024-05-24,JN.1.42,24A
1,2024-06-01,MA.1,24A
4,2024-04-01,JN.1.67.1,24A
8,2024-01-02,KV.2,24A
3,2025-02-15,XEC.8,24F
1,2024-01-26,JN.1.63,24A
5,2024-06-15,LB.1,24A
1,2024-03-03,JN.1.64,24A
1,2025-03-27,XFG,recombinant
9,2024-06-10,LQ.1.1,24A
1,2024-02-03,JN.1.46,24A
1,2024-03-05,JN.1.40,24A
14,2024-02-12,JN.1.46,24A
7,2024-05-18,JN.1.16.1,24A
1,2025-02-22,MC.33.1,24E
5,2024-03-01,JN.1.18,24A
19,2025-01-14,LP.8.1,25A
2,2024-05-22,JN.1.22,24A
1,2024-06-08,JN.1.42,24A
4,2024-11-23,XEQ,recombinant
1,2024-04-08,JN.1.43.1,24A
3,2024-07-10,LQ.1.1,24A
1,2024-03-14,JN.1.25,24A
2,2024-08-28,KS.1.1,24A
1,2024-05-20,LB.1.2.1,24A
1,2024-07-27,MU.1,24B
2,2024-05-17,JN.1.7.5,24A
3,2024-06-22,KP.3.3.3,24C
1,2024-08-20,LB.1.4.3,24A
2,2024-08-07,KP.2.3.9,24G
1,2024-06-04,KP.4.1.3,24B
1,2024-08-19,MG.4,24B
1,2024-07-12,NN.2,24G
3,2024-01-06,JN.1.29,24A
2,2024-06-30,JN.1.7,24A
1,2024-05-30,LF.3.1,24A
1,2024-11-20,MC.13.1,24E
1,2024-02-11,JN.1.60,24A
1,2024-05-15,LL.1,24A
6,2024-01-19,JN.1.47,24A
12,2024-01-18,JN.1.5,24A
3,2024-05-08,JN.1.2,24A
1,2024-09-10,NN.1.1,24G
28,2024-06-06,KP.2,24B
3,2024-01-05,JN.1.32,24A
1,2024-03-06,JN.1.6.1,24A
1,2024-02-18,JN.1.24,24A
9,2024-02-08,KQ.1,24A
1,2024-03-06,JN.1.49.1,24A
9,2024-03-08,KP.2,24B
5,2024-03-12,JN.1.18,24A
2,2024-02-14,JN.1.31,24A
11,2024-04-05,JN.1.8.1,24A
2,2024-04-19,KP.4.2,24B
1,2024-05-30,JN.1.11.1,24B
20,2024-06-23,KP.3.3,24C
2,2024-01-14,JN.1.20,24A
2,2024-06-29,LD.1,24A
1,2025-01-03,MC.13.2.1,24E
2,2024-02-06,JN.1.45,24A
2,2024-05-24,KP.3.1.8,24C
17,2024-05-27,KP.2,24B
1,2024-08-15,XEH,recombinant
3,2024-05-24,KP.3.2.4,24C
1,2024-02-08,JN.1.52,24A
1,2024-01-19,JN.1.56,24A
4,2024-02-27,KP.1,24B
6,2024-09-05,LB.1.2.2,24A
13,2024-05-21,JN.1.16.1,24A
427,2024-01-09,JN.1,24A
2,2024-04-05,LL.1,24A
2,2025-03-02,LP.8.1.5,25A
4,2024-05-03,JN.1.16,24A
1,2024-02-01,JN.1.42.1,24A
1,2025-01-03,KP.3.3.1,24C
2,2024-06-12,JN.1.7.5,24A
1,2024-04-04,JN.1.42.2,24A
3,2024-05-08,JN.1.18.3,24A
3,2024-08-11,KP.3.2,24C
3,2024-09-30,MC.10.1.1,24E
1,2024-01-01,XBB.1.41.1,22F
1,2024-10-01,MA.1,24A
3,2024-04-27,LB.1.7,24A
2,2024-06-23,KW.1.1,24A
2,2025-03-26,MC.31,24E
1,2024-02-18,JN.1.26,24A
7,2024-01-25,JN.1.45,24A
13,2024-06-06,KP.1.1,24B
1,2024-11-11,LF.9,24A
6,2024-01-03,JN.1.17,24A
2,2024-11-12,MC.8.1,24E
2,2024-06-19,KP.2.25,24B
7,2024-02-17,JN.1.42,24A
2,2024-06-07,LF.3.1.1,24A
1,2025-01-13,XEC.25,24F
83,2024-03-20,JN.1,24A
2,2024-01-06,JN.1.34,24A
2,2024-04-28,KP.1.1.1,24B
2,2024-10-31,MC.27,24E
1,2024-06-06,LU.2.2,24A
7,2024-05-07,KP.2.3,24G
1,2025-01-14,XER,recombinant
1,2024-08-25,KW.1.1,24A
1,2024-08-19,MC.25,24E
1,2024-05-06,LP.2,24B
1,2024-01-31,HV.1.11,23F
1,2024-06-05,LZ.5,24A
1,2025-02-16,XEC.11.1,24F
2,2024-06-11,KP.3.1.3,24C
2,2024-04-18,LB.1.3.2,24A
2,2024-01-08,JN.1.30,24A
2,2024-01-31,JN.1.41,24A
1,2024-06-22,LB.1.4,24A
2,2024-03-05,JN.1.30.1,24A
1,2024-02-13,JN.1.59.1,24A
2,2024-01-02,JN.1.64,24A
4,2024-09-21,MC.6,24E
4,2024-06-17,KP.4.1,24B
2,2025-01-29,XEU,recombinant
2,2024-05-31,LF.3.1.1,24A
6,2024-08-18,LB.1.2.3,24A
1,2024-08-16,MC.13.1,24E
2,2025-02-07,XEQ,recombinant
4,2024-08-08,KP.3.1.4,24C
5,2024-03-07,JN.1.42,24A
1,2024-04-01,JN.1.4.2,24A
11,2024-01-30,KV.2,24A
8,2024-09-05,LY.1,24A
1,2024-04-03,JN.1.3,24A
1,2025-01-15,XEC.24,24F
2,2024-03-06,JN.1.38.1,24A
2,2024-08-17,MC.10,24E
2,2024-03-06,JN.1.4.7,24A
1,2024-05-10,KP.2.3.15,24G
2,2024-07-16,MC.13.1,24E
2,2024-03-11,KT.1.2,23E
4,2024-02-14,JN.1.32,24A
2,2024-01-03,JD.1.1.7,23A
1,2024-12-14,KP.3.6,24C
1,2024-08-31,LP.1.2,24B
1,2024-08-31,KP.4.2.5,24B
8,2024-05-30,KP.3.3.3,24C
2,2024-05-31,LB.1.2.1,24A
6,2024-04-17,XDP,recombinant
1,2024-07-22,LF.3.1,24A
1,2024-08-14,JN.1.16.3,24A
4,2024-05-15,LF.3.1.1,24A
2,2024-01-01,JN.13,23I
2,2024-12-31,MC.24,24E
3,2025-02-24,LB.1.3.1,24A
1,2024-03-13,KP.2.2,24B
1,2024-11-19,LB.1.3.2,24A
5,2025-03-19,XEC,24F
1,2024-01-14,XBB.1.42.1,22F
8,2024-04-22,KV.2,24A
1,2024-07-31,NM.1,24G
1,2024-12-19,MC.23,24E
4,2024-09-09,LB.1.2.2,24A
2,2024-08-30,KP.2.15.1,24B
1,2024-07-16,XDY,recombinant
4,2024-08-01,LB.1.2.2,24A
1,2024-04-13,JN.1.18.2,24A
1,2024-03-12,JN.1.42,24A
1,2024-08-01,JN.1.50.1,24A
8,2024-06-17,LB.1.3,24A
1,2024-02-02,JN.1.5,24A
2,2024-10-01,KS.1.1.2,24A
1,2024-04-21,KR.1,24A
2,2024-01-10,JN.1.4.1,24A
1,2024-01-29,XBB.1.16.11,23B
6,2024-02-09,HV.1,23F
1,2024-05-31,LB.1.3.2,24A
16,2024-06-07,KP.3.1,24C
1,2025-01-28,KP.3.3.5,24C
9,2024-08-15,KP.3.5,24C
1,2024-01-11,JN.1.56,24A
1,2024-02-04,JN.1.51.1,24A
2,2024-05-03,KW.1,24A
11,2024-02-16,KV.2,24A
4,2024-04-04,JN.1.42,24A
15,2024-04-06,JN.1.4,24A
1,2024-05-25,KP.2.3.8,24G
4,2025-03-05,NW.1,25A
1,2024-11-06,XEV,recombinant
5,2024-08-11,JN.1.16,24A
4,2024-11-24,XEQ,recombinant
30,2024-04-08,JN.1.7,24A
20,2024-02-21,JN.1.42,24A
1,2024-08-21,KP.3.4,24C
2,2024-01-27,JN.1.4.3,24A
3,2024-01-03,JF.1,23B
2,2025-01-17,LF.7.1.2,24H
6,2024-07-19,MC.16,24E
1,2024-12-30,NL.5.2,24A
5,2024-01-21,JN.1.7,24A
48,2024-11-05,XEC,24F
1,2024-06-12,LZ.1,24A
1,2024-06-16,KP.2.3.3,24G
4,2024-03-25,JN.1.42,24A
1,2024-06-14,KP.4.1.3,24B
3,2024-11-26,MC.9,24E
2,2024-05-21,KP.3.1.6,24C
2,2024-01-01,JN.1.5,24A
1,2024-06-30,XED,recombinant
1,2024-08-30,KP.3.1.6,24C
1,2024-01-31,JN.1.39.3,24A
2,2024-04-06,LL.1,24A
1,2024-10-09,LB.1,24A
1,2024-04-09,JN.1.8,24A
2,2024-01-06,KC.1,23D
1,2024-08-20,KP.2.3.14,24G
1,2024-08-06,NL.4.1,24A
1,2024-03-31,KW.1,24A
1,2024-08-21,KS.1,24A
14,2024-02-05,JN.1.46,24A
4,2024-12-09,MC.2,24E
1,2024-10-11,MC.30,24E
3,2024-01-04,HV.1.10,23F
1,2024-03-24,JN.1.6,24A
2,2024-01-06,JN.1.55,24A
7,2024-03-23,JN.1.7.5,24A
1,2024-05-27,LP.2,24B
3,2024-09-18,MC.13.1,24E
1,2024-03-25,JN.1.16.1,24A
5,2024-01-15,JN.1.8,24A
1,2024-03-24,JN.1.2,24A
1,2024-12-15,MC.9,24E
1,2024-09-21,LD.1,24A
1,2024-07-14,KP.3.2.4,24C
1,2024-03-18,JN.1.47.1,24A
1,2024-01-29,JN.1.58.2,24A
2,2024-06-25,JN.1.50.2,24A
1,2025-02-28,XEC.4,24F
1,2024-02-12,JN.18,23I
1,2024-01-11,HK.3.2.2,23H
27,2024-01-09,JN.1.8.1,24A
1,2024-12-13,KS.1.1.2,24A
1,2024-01-01,HK.3.2.1,23H
2,2024-04-12,JN.1.4.9,24A
13,2024-08-27,MC.6,24E
1,2024-02-23,JN.1.38,24A
2,2024-08-16,KP.3.1.7,24C
2,2024-12-24,XEC.24,24F
2,2025-01-04,XEC.2.1,24F
3,2024-07-06,LY.1,24A
1,2024-09-17,LD.1,24A
3,2024-08-08,MU.2.1,24B
1,2024-07-20,NR.1,24C
1,2024-02-03,JN.1.4.3,24A
1,2024-05-15,KP.2.15,24B
2,2024-08-24,LB.1.2.3,24A
1,2024-07-22,MG.1,24B
3,2024-03-19,JN.1.39,24A
2,2024-03-21,JN.1.46,24A
2,2024-02-15,JN.1.34,24A
14,2024-06-27,LB.1.3,24A
1,2024-07-18,JN.1.7.6,24A
1,2025-02-15,JN.1.16,24A
2,2024-07-28,NM.2,24G
1,2024-05-18,JN.1.8.3,24A
14,2024-01-05,JN.1.43,24A
3,2024-01-13,JN.1.18,24A
6,2024-09-18,KP.3,24C
1,2024-03-26,KP.1,24B
2,2024-03-07,KZ.1,24A
1,2024-10-23,XEC.1,24F
1,2024-08-21,LW.1,24C
2,2024-01-09,JN.10,23I
3,2024-01-06,JN.1.45,24A
14,2024-01-05,JN.1.9,24A
1,2024-01-05,JN.2,23I
1,2024-05-28,JN.1.7.8,24A
9,2024-01-02,JN.1.19,24A
1,2024-08-14,LP.11,24B
2,2024-01-23,JN.1.1.7,24A
1,2024-01-17,JN.1.7.3,24A
48,2024-09-19,KP.2.3,24G
14,2024-07-03,LB.1.3,24A
2,2025-02-14,LP.8.1.6,25A
1,2025-01-22,XEC.25,24F
1,2024-06-08,KP.2.19,24B
1,2024-07-13,MA.1.2,24A
1,2024-01-25,JN.1.34,24A
4,2025-03-15,LB.1.3.1,24A
1,2024-04-14,KP.4.1,24B
8,2024-04-06,JN.1.7.5,24A
1,2024-05-09,KR.3,24A
10,2024-03-03,KQ.1,24A
4,2024-07-09,MU.2,24B
2,2025-03-11,NB.1.2,24D
2,2025-02-10,MC.1.4,24E
1,2024-01-03,KQ.1,24A
1,2024-03-18,JN.1.63,24A
1,2024-07-22,JN.1.7.5,24A
5,2024-03-04,JN.1.43.1,24A
3,2024-07-31,MA.1.2,24A
8,2024-01-21,JN.1.43,24A
4,2025-02-20,MC.1,24E
1,2024-07-09,MQ.2,24A
1,2024-03-06,JN.1.31,24A
25,2025-03-01,LP.8.1.1,25A
11,2025-02-12,KP.3.1.1,24E
1,2025-01-06,XEC.1,24F
3,2024-01-07,KV.2,24A
1,2024-08-10,LB.1.7.1,24A
1,2024-04-30,LE.1.3.1,24A
21,2024-07-03,LB.1.7,24A
2,2024-06-19,KP.3.3.1,24C
1,2024-01-02,JN.1.49.1,24A
1,2024-11-15,XEL.4,recombinant
1,2024-11-21,KP.3.3,24C
1,2025-03-18,KP.3.1.1,24E
1,2024-08-03,KP.2.1,24B
1,2024-12-11,XEC.2.1,24F
1,2024-08-22,MC.9.1,24E
1,2024-11-22,NV.1,24C
1,2024-01-12,JN.3.3,23I
1,2024-03-12,KW.1.1,24A
2,2024-01-30,JN.1.21,24A
1,2024-07-03,LP.6,24B
4,2024-05-10,KW.1.1,24A
