count,date,nextcladePangoLineage,nextstrainClade
2,2024-12-29,LF.7.6.1,24H
1,2025-01-27,MC.6,24E
3,2025-03-17,LF.7.7.2,24H
1,2024-06-07,KQ.1,24A
1,2024-11-12,LB.1,24A
2,2024-12-26,XEC.2.2,24F
25,2025-01-01,KP.3.1.1,24E
1,2025-01-01,MU.6,24B
2,2025-01-02,LF.7.1.5,24H
2,2024-08-22,MV.1,24I
1,2024-11-01,XEC.2,24F
1,2024-12-10,NL.4.1,24A
1,2024-01-09,HK.13.1,23F
1,2024-12-27,LF.7.1.5,24H
2,2025-01-05,MC.16,24E
6,2024-06-16,KP.3.1.4,24C
1,2024-12-04,MC.10.2,24E
1,2024-10-03,MU.1,24B
13,2024-06-21,KP.1.1,24B
1,2024-06-06,JN.1.28.1,24A
1,2024-04-03,HK.3,23H
4,2024-08-26,LB.1.3.2,24A
1,2024-12-06,LP.8.2.1,24B
1,2024-10-01,MG.3,24B
1,2024-10-05,LQ.1.1,24A
6,2025-03-22,LP.8.1,25A
1,2024-08-11,MC.1.7,24E
1,2024-12-26,KP.3.1.9,24C
5,2024-12-17,XEC.2.1,24F
6,2024-12-10,LB.1.3.1,24A
2,2025-01-01,LF.7.2,24H
1,2025-01-08,NY.8,25A
2,2024-08-19,XDY,recombinant
1,2025-02-19,MC.34,24E
1,2024-05-02,LF.1.1,24A
4,2025-01-09,MC.11,24E
2,2025-01-02,MC.34,24E
1,2024-02-01,JN.1.42.2,24A
1,2024-01-03,HV.1.4,23F
1,2025-01-10,LF.7.6.1,24H
15,2024-09-26,MC.24,24E
1,2024-12-24,LP.8.1.6,25A
2,2025-01-04,MC.33.1,24E
2,2024-09-13,LP.11,24B
1,2024-07-29,JN.1.18.5,24A
1,2025-01-01,MC.11,24E
2,2024-12-24,NL.4,24A
2,2025-02-14,LP.8.1.3,25A
1,2024-12-30,KP.3.2.8,24C
1,2024-09-27,JN.1.18,24A
1,2024-05-22,MZ.2,24A
1,2024-10-12,MV.1,24I
1,2024-10-17,KP.1.1.1,24B
1,2024-12-22,NW.1,25A
2,2024-12-16,LF.7.2.1,24H
1,2024-06-20,JN.1.7.5,24A
2,2024-03-09,JN.1.19,24A
4,2024-09-21,LB.1.3,24A
1,2024-06-19,KP.2.27,24B
1,2024-06-19,KP.2.3.11,24G
1,2024-10-24,NG.1,24G
3,2024-01-01,XDP,recombinant
1,2024-01-23,KB.1,23F
2,2024-06-21,KP.2.3.15,24G
1,2024-06-16,JN.1.7.8,24A
1,2024-11-23,MC.35,24E
1,2024-12-05,LY.1,24A
1,2024-12-02,KP.2.3,24G
6,2024-05-30,KW.1.1,24A
1,2024-12-02,LP.5,24B
1,2024-11-16,XEF,recombinant
1,2024-08-12,MG.4,24B
2,2024-12-13,MC.1.1,24E
20,2024-06-07,KP.2.2,24B
1,2024-09-15,KP.2.3.5,24G
1,2024-12-09,MC.8.1,24E
3,2024-06-15,LA.1,24A
8,2024-09-19,LB.1.3,24A
1,2025-02-01,MC.10.1.5,24E
3,2024-12-09,MC.37,24E
8,2025-02-17,LB.1.3.1,24A
6,2024-10-30,MC.13,24E
2,2024-12-06,LP.8.1.1,25A
3,2024-06-09,KP.1,24B
1,2024-04-14,LA.1,24A
1,2024-07-08,LZ.2.1,24A
1,2024-12-07,LF.7.3.1,24H
51,2025-02-13,LP.8.1.1,25A
1,2024-11-16,XES,recombinant
2,2024-06-05,XDV.1.7,24D
1,2024-12-07,MC.13.2.1,24E
4,2025-01-07,LP.8.1.5,25A
1,2024-09-07,MC.10,24E
1,2024-01-24,KP.2,24B
3,2024-12-10,MC.9,24E
3,2024-12-11,MC.8.1,24E
6,2024-12-10,MC.16,24E
6,2024-01-31,XDP,recombinant
1,2024-12-19,MC.17,24E
2,2024-12-09,LF.7.1.5,24H
1,2025-02-18,KP.3,24C
1,2024-12-16,XES,recombinant
1,2024-12-17,MC.13.2,24E
2,2024-07-24,XDK.5,recombinant
1,2025-01-04,LF.7.3.6,24H
1,2024-08-22,KP.2.3.6,24G
1,2025-01-05,LF.7.7.2,24H
3,2024-12-31,LP.8.1.5,25A
1,2025-01-07,MC.10.1.6,24E
13,2025-01-12,LP.8.1.1,25A
1,2025-01-11,NL.5.2,24A
1,2024-07-09,LZ.4,24A
3,2025-01-05,LF.7.1,24H
7,2024-05-23,JN.1.13.1,24A
3,2025-01-09,MC.24,24E
1,2025-01-06,MC.1.4,24E
2,2025-01-17,MV.1,24I
2,2025-01-08,PC.1,24H
1,2025-01-08,MC.33.1,24E
1,2025-02-04,NL.4.1,24A
1,2025-01-05,KP.1.1,24B
2,2025-01-06,MC.28.1.1,24E
2,2025-01-06,LP.8.1.3,25A
3,2024-11-14,MC.13,24E
1,2025-01-06,MC.10.1.5,24E
1,2024-09-14,MK.1,24C
4,2025-01-05,LF.7.7.1,24H
13,2025-01-08,MC.10.1,24E
14,2025-01-08,MC.1,24E
1,2024-12-27,JN.1.16.5,24A
4,2025-01-08,MC.8.1,24E
2,2024-11-21,MC.28.1,24E
1,2024-07-10,MS.1,24A
1,2024-03-10,JN.1.38.1,24A
2,2025-01-08,MC.28,24E
1,2024-01-08,HV.1.4,23F
30,2025-01-09,KP.3.1.1,24E
1,2024-10-08,NL.4,24A
3,2024-01-19,JD.1.1.5,23A
1,2025-01-09,LF.7.4,24H
1,2025-01-10,LF.7.7.2,24H
1,2025-01-10,MC.30.1,24E
1,2024-06-30,XDK.4.1,recombinant
3,2025-01-13,LP.8.1.3,25A
1,2024-10-07,MC.1.1,24E
1,2024-11-25,LB.1.3,24A
1,2024-12-15,KP.3.3.1,24C
1,2024-12-09,MC.1.6,24E
3,2025-01-09,MC.16,24E
1,2024-12-22,MC.16,24E
1,2024-12-30,XEH,recombinant
1,2025-03-01,XEU,recombinant
3,2025-01-06,MC.11,24E
3,2025-03-05,MC.10.1,24E
2,2025-01-08,KS.1.1.3,24A
1,2024-03-25,KP.1,24B
1,2024-10-29,XEC.9,24F
21,2025-01-14,LP.8.1.1,25A
3,2025-01-20,XEQ,recombinant
4,2024-02-08,KT.1.1,23E
1,2025-01-08,MC.10.1.5,24E
2,2025-01-04,MC.21.1,24E
3,2025-01-01,MC.13,24E
1,2025-01-07,XEF,recombinant
1,2025-01-04,NL.4,24A
1,2024-01-08,FY.5.5.1,22F
2,2025-01-07,MC.38,24E
1,2024-12-18,MA.1.1,24A
3,2024-09-18,MC.8.1,24E
1,2024-12-25,MC.13.3.1,24E
2,2024-07-03,JN.1.7.8,24A
1,2024-12-17,MC.27,24E
1,2024-11-09,XEK.1,recombinant
4,2024-07-21,LY.1,24A
2,2024-09-08,MC.36.2,24E
2,2024-05-13,LB.1.8,24A
1,2025-01-09,XEL.4,recombinant
16,2025-03-17,LP.8.1,25A
4,2024-12-23,LB.1.3.1,24A
23,2024-04-12,JN.1,24A
1,2025-01-24,MC.2,24E
1,2025-01-02,NP.1,24C
1,2024-12-03,KP.3.1.9,24C
1,2025-01-02,XEL.4,recombinant
1,2024-07-29,KP.4.1.3,24B
1,2024-02-08,JN.1.10,24A
1,2024-12-20,NV.1,24C
1,2024-12-13,MC.1.2,24E
2,2024-02-02,BA.2.86.1,23I
1,2024-12-16,XEL.4,recombinant
1,2025-02-24,NL.2,24A
3,2025-01-08,MC.1.1,24E
1,2024-08-03,JN.1.18.3,24A
1,2024-01-06,JN.1.1.1,24A
1,2024-12-22,MC.10.1.5,24E
1,2024-12-25,NL.8,24A
18,2024-08-02,KP.1.1.3,24B
1,2024-11-12,KP.2.28.1,24B
2,2024-06-29,JN.1.50,24A
48,2024-07-12,KP.3.1.1,24E
3,2024-04-10,XDP.1,recombinant
2,2024-01-13,JN.1.45,24A
1,2024-11-11,LD.1.1,24A
1,2024-09-25,KP.3.3.3,24C
2,2024-11-08,MC.17,24E
1,2024-11-29,MC.10.1.1,24E
2,2024-08-28,MK.1,24C
1,2024-11-29,LF.7.1,24H
1,2025-01-03,MC.2.1,24E
3,2025-03-08,LP.8.1.5,25A
2,2024-10-04,MC.13.1,24E
2,2025-01-04,MC.1.2,24E
1,2025-01-04,MC.13.2.1,24E
4,2024-06-05,KP.3.2.4,24C
9,2025-01-04,XEC.8,24F
2,2025-01-04,MC.11,24E
4,2024-12-16,LB.1.3.1,24A
10,2025-01-15,XEC.9,24F
4,2025-01-04,MC.13.2,24E
1,2025-01-05,NL.5.2,24A
1,2024-01-20,KR.1,24A
10,2024-01-09,JN.1.2,24A
1,2024-07-12,LP.7,24B
2,2024-01-06,HK.3.2,23H
1,2024-08-26,KP.2.28,24B
3,2025-01-06,LF.7.1,24H
1,2024-09-29,XEH,recombinant
1,2024-11-05,XEC.5,24F
4,2025-01-07,XEC.4,24F
2,2024-11-13,LP.8.1.1,25A
1,2025-02-23,KP.3.3.9,24C
3,2024-08-02,JN.1.16,24A
2,2024-04-30,KR.1,24A
1,2025-01-07,KP.3.3,24C
2,2025-01-07,LP.8.1.7,25A
6,2025-01-17,XEC.1,24F
5,2024-07-27,MU.2,24B
1,2025-01-08,LF.7.7.2,24H
5,2025-01-10,LP.8.1.1,25A
1,2024-12-16,MC.1.1.1,24E
2,2024-01-23,XDK,recombinant
1,2025-02-24,LP.8.1.7,25A
2,2024-02-22,XDK,recombinant
1,2025-03-08,XEK,recombinant
2,2024-01-16,JN.1.4.9,24A
2,2025-01-01,MC.1.1,24E
1,2024-10-22,XEC.15,24F
1,2024-12-29,MC.8.1,24E
1,2025-01-09,PA.1,24E
1,2024-12-31,LD.1.1,24A
6,2024-05-19,KP.2.2,24B
1,2025-03-27,MC.1,24E
3,2025-01-12,MC.1.3,24E
3,2024-11-30,XEK.1,recombinant
2,2025-03-02,KP.3.1.1,24E
1,2024-02-05,JN.1.59,24A
1,2024-12-29,MC.13.2.1,24E
2,2024-05-08,JN.1.67.1,24A
1,2024-12-31,MU.6,24B
1,2025-01-10,XDY.3,recombinant
1,2024-12-06,MC.27,24E
1,2024-12-05,MC.22,24E
1,2024-09-29,NA.1.1,24A
4,2024-09-05,JN.1.11.1,24B
1,2024-12-19,LP.8.1.2,25A
9,2024-07-28,MC.34,24E
4,2025-01-01,LB.1.3.1,24A
1,2024-01-10,EG.5.1.3,23F
2,2025-01-29,MC.10.1.1,24E
1,2024-01-17,JN.1.37,24A
1,2024-11-15,XDY.5,recombinant
8,2024-06-14,LB.1.3,24A
2,2024-05-07,KP.2.20,24B
1,2024-01-06,HF.1.2,23B
2,2024-10-29,LP.7,24B
2,2025-01-14,NY.3,25A
2,2025-01-05,MC.2,24E
5,2025-01-02,MC.1.2,24E
1,2025-01-06,MC.27,24E
1,2024-04-06,JN.1.7.3,24A
4,2025-01-16,XEC.4.1,24F
1,2024-12-18,MC.10.2,24E
2,2025-02-11,XEC.14,24F
1,2024-03-18,JN.1.23.1,24A
5,2024-02-28,JN.1.4.2,24A
1,2024-12-08,NL.5.1,24A
1,2024-12-12,XEN,recombinant
41,2025-02-20,LP.8.1.1,25A
1,2024-02-27,JN.1.53,24A
1,2024-09-07,XEQ,recombinant
1,2024-12-18,NY.4,25A
1,2025-01-01,NL.5.2,24A
1,2025-01-05,MC.33.1,24E
1,2024-03-18,JN.1.38.1,24A
1,2024-12-22,LF.7.6,24H
2,2024-11-29,MC.16,24E
2,2024-12-22,NL.5,24A
2,2024-12-21,NL.2,24A
2,2024-12-24,KP.3.3.2,24C
1,2024-12-17,LF.7.7.2,24H
1,2024-12-13,XEN,recombinant
1,2024-12-28,MU.2.1.1,24B
1,2024-12-12,LF.7.3.1,24H
1,2025-03-28,XEC.2,24F
1,2025-01-03,XES,recombinant
1,2025-02-01,MC.13,24E
4,2024-02-16,JN.1.4.6,24A
2,2024-07-31,KP.3.1.12,24C
1,2025-01-10,MC.23,24E
21,2024-06-19,LB.1,24A
1,2025-01-12,KP.1.1.3,24B
1,2024-08-29,KP.3.7,24C
13,2024-09-06,XEC,24F
1,2024-12-28,KP.3.2.4,24C
1,2024-01-15,XDD,recombinant
1,2024-10-02,MC.3,24E
1,2024-09-19,KP.2.2.1,24B
1,2024-10-15,KP.3.2.5,24C
1,2024-12-26,MC.21,24E
1,2024-02-06,JN.1.11.2,24A
1,2024-01-12,HN.5,23D
1,2024-12-31,KP.3.2.8,24C
1,2024-10-01,JN.1.7.4,24A
2,2025-01-02,MC.13,24E
1,2025-01-02,LF.7,24H
2,2025-01-04,MC.8.1,24E
1,2024-10-15,KP.3.3.4,24C
1,2024-12-08,MC.9.1,24E
2,2024-01-31,JN.1.38.1,24A
1,2024-10-12,KP.2.3.4,24G
2,2025-01-21,XEC.3,24F
1,2024-12-15,MC.17.1,24E
2,2024-12-12,NL.1.1,24A
1,2024-12-14,KP.2.19,24B
1,2024-10-19,JN.1.18.3,24A
1,2024-10-05,NF.1,24A
2,2024-02-22,JD.1.1.1,23A
3,2025-01-14,MC.30.1.1,24E
4,2024-11-04,MC.8.1,24E
1,2024-10-06,LZ.1,24A
1,2025-02-02,LF.7.1,24H
1,2024-10-11,JN.1.16.1,24A
1,2024-10-10,KP.3.2.3,24C
1,2024-12-11,MC.10.1.1,24E
6,2025-02-11,XEC.8,24F
1,2025-01-10,NL.5.2,24A
1,2024-11-15,XEC.18,24F
2,2025-01-10,NL.2,24A
3,2025-02-22,MC.10.1.1,24E
2,2025-03-04,MC.21.1,24E
5,2025-01-10,LB.1.3.1,24A
1,2025-01-02,LP.8.2.1,24B
1,2024-01-20,XEC,24F
4,2025-01-14,LP.8.1.5,25A
2,2024-12-27,MC.28.1.1,24E
2,2025-01-09,MC.21.1,24E
7,2024-01-07,JN.1.8,24A
2,2025-01-07,NL.6,24A
1,2025-01-07,LF.7.2,24H
1,2024-12-30,NC.1.2.2,24A
1,2025-02-10,NY.8,25A
1,2025-01-12,LF.7.7.1,24H
12,2025-02-06,KP.3.1.1,24E
3,2024-02-17,JN.1.4.7,24A
1,2024-01-31,XDD,recombinant
2,2024-01-14,LE.1,24A
7,2025-01-14,MC.1,24E
1,2024-06-11,LF.3.1,24A
1,2024-08-17,KP.4.2.1,24B
1,2024-05-12,KP.2.27,24B
1,2025-03-01,LP.8.1.6,25A
1,2025-02-17,LF.7.9,24H
2,2025-01-08,MC.1.3,24E
1,2025-01-09,MC.3,24E
1,2024-11-28,MC.21.1,24E
1,2024-12-07,NL.4.1,24A
1,2024-01-09,JN.1.24,24A
1,2024-02-23,JN.1.60,24A
2,2024-05-13,KP.5,24B
1,2025-01-06,LB.1.2.3,24A
2,2024-12-27,MC.33.1,24E
1,2024-12-28,LF.7.6,24H
1,2024-11-26,LF.7.7,24H
5,2024-11-17,MC.34,24E
26,2024-03-04,JN.1.7,24A
1,2024-07-19,MC.3,24E
1,2024-05-17,LS.1,24A
1,2024-12-25,LP.8.1.2,25A
1,2024-07-05,LB.1.7.2,24A
6,2024-04-17,JN.1.67.1,24A
1,2024-12-26,MC.1.3.1,24E
1,2024-12-27,NC.1.2.2,24A
1,2024-08-15,XDK,recombinant
1,2024-12-21,NM.2,24G
1,2024-12-31,XEN.1,recombinant
14,2024-12-17,LP.8.1,25A
11,2024-07-08,KP.1.1.1,24B
2,2024-09-20,KP.2,24B
1,2024-05-30,JN.1.32,24A
4,2024-01-31,JN.1.27,24A
1,2024-04-27,KP.2.7,24B
1,2025-01-11,MC.28.1.1,24E
4,2025-01-18,MC.28.1.1,24E
3,2024-03-23,JN.1.4.2,24A
1,2024-12-11,XEL.4,recombinant
1,2024-02-03,XDP.1,recombinant
1,2024-12-02,MC.33,24E
1,2024-12-06,LF.7.6.1,24H
1,2024-09-15,LU.2.1.1,24A
3,2024-12-19,LP.8.1.1,25A
3,2024-05-23,KS.1.1.2,24A
1,2024-12-28,KP.3.3.1,24C
4,2024-09-22,KP.1.1.3,24B
2,2025-01-20,NZ.1,24A
2,2024-01-30,KQ.1,24A
1,2024-12-22,MC.17,24E
5,2025-01-22,XEQ,recombinant
2,2024-08-12,JN.1,24A
1,2025-01-23,MC.1.5,24E
2,2024-11-04,XEC.2.2,24F
1,2024-08-15,MH.1,24A
5,2025-01-13,LP.8.1.4,25A
2,2024-12-23,NF.1,24A
1,2025-01-14,KP.3.1,24C
1,2024-10-18,MC.1.1,24E
1,2024-12-10,MC.30,24E
1,2024-12-06,MC.1.5,24E
1,2024-12-22,LW.1,24C
1,2024-09-05,NR.1,24C
1,2024-06-20,JN.1.42,24A
3,2025-03-11,LF.7.7.2,24H
35,2025-02-25,XEC,24F
1,2024-01-12,HV.1.3,23F
6,2025-01-06,MC.16,24E
1,2024-02-01,KP.2,24B
4,2024-03-15,JN.1.11,24A
53,2024-01-12,JN.1.1,24A
4,2024-05-15,LZ.1.1,24A
1,2024-07-04,KP.2.3.7,24G
2,2024-01-29,JN.1.16,24A
3,2024-04-03,KP.2.3,24G
5,2024-01-16,JN.1.7.5,24A
1,2024-11-20,LF.7.6,24H
1,2024-09-09,MC.30.1,24E
1,2024-09-12,MC.36.2,24E
6,2024-01-30,JN.1.31,24A
1,2024-06-24,KP.2.7,24B
2,2024-10-29,KP.3.1.4,24C
1,2024-04-17,LR.1,24A
1,2024-01-12,HV.1.5,23F
1,2024-09-01,MG.1,24B
2,2025-01-21,MC.34,24E
3,2024-07-09,KP.3.4,24C
4,2024-11-22,MC.13,24E
1,2024-09-09,KP.2.3.2,24G
9,2024-07-31,LB.1.3.5,24A
1,2025-01-29,XEC.14,24F
2,2024-08-28,LP.1.2,24B
1,2024-09-28,MC.9.1,24E
7,2024-11-13,MC.10.1,24E
1,2024-05-04,KP.3.3,24C
2,2025-02-26,PA.1,24E
13,2024-08-06,MC.11,24E
3,2024-12-09,MC.1.3.1,24E
10,2024-01-16,JD.1.1,23A
1,2024-09-28,NF.1,24A
3,2024-01-15,FL.15.1.1,23D
1,2025-01-09,MC.26.1,24E
1,2024-04-29,LD.1,24A
3,2024-10-20,KP.3.1.9,24C
1,2024-05-13,LP.1,24B
3,2025-01-14,MC.8.1,24E
1,2024-10-11,KP.3.3.3,24C
1,2025-02-03,LF.7.3,24H
3,2024-08-01,KP.3.2.1,24C
1,2024-02-12,KP.6,24B
8,2024-11-15,MC.1,24E
1,2024-01-15,JF.1,23B
1,2024-05-05,LF.1,24A
1,2024-01-10,XBB.1.16.16,23B
275,2024-01-02,JN.1.4,24A
1,2025-02-14,NY.8,25A
1,2025-01-02,KP.3.5,24C
1,2024-12-09,MC.10.1.3,24E
1,2025-02-03,MC.10.1.1,24E
4,2024-06-01,KP.3.1.6,24C
1,2024-12-20,LP.8.1.5,25A
2,2024-01-14,KK.1,23A
141,2024-02-26,JN.1.4,24A
1,2024-05-18,JN.1.43.1,24A
1,2024-05-30,KP.3.1.12,24C
6,2024-07-21,KP.3.5,24C
6,2024-08-17,KP.2.15,24B
1,2024-07-15,LZ.1.1,24A
1,2024-08-09,KP.3.1.6,24C
3,2024-04-22,JN.1.16,24A
2,2024-12-12,XEC.2.2,24F
1,2024-01-30,JN.1.14,24A
2,2024-02-13,JN.1.11.1,24B
1,2024-11-05,MC.13.4,24E
1,2024-01-06,HV.1.11,23F
1,2025-01-07,LP.8.1.6,25A
1,2025-01-02,JN.1.16,24A
1,2024-03-05,KW.1,24A
1,2024-06-20,JN.1.6,24A
1,2024-06-08,JN.1.67.1,24A
1,2024-02-14,JN.1.18.1,24A
1,2024-04-09,JN.1.8.3,24A
1,2024-11-04,MC.26,24E
25,2024-07-23,KP.1.1.3,24B
1,2025-02-21,KS.1.1.3,24A
153,2024-08-05,KP.2.3,24G
1,2024-07-12,KS.1,24A
15,2024-01-08,JG.3,23F
6,2024-03-20,KP.2,24B
6,2024-11-07,MC.24,24E
2,2024-09-13,JN.1.16,24A
2,2024-01-02,JE.1,23E
14,2024-02-20,JN.1.39,24A
1,2024-12-06,MC.1.7,24E
1,2024-08-09,JN.1.50,24A
1,2024-02-08,FY.5.2,22F
1,2025-01-03,AY.75,21I
1,2024-08-04,KP.3.1.12,24C
1,2025-03-04,MC.1.3,24E
4,2024-05-23,KP.4.1,24B
11,2024-04-30,JN.1.13.1,24A
5,2024-07-12,MC.13,24E
1,2024-01-19,JN.1.4.1,24A
1,2024-08-13,XDR.1,recombinant
1,2024-01-05,EG.6.1.1,23D
2,2024-06-21,JN.1.23,24A
3,2024-10-28,MC.17,24E
1,2024-01-24,HK.8.1,23F
1,2024-10-26,KP.3.3.2,24C
42,2024-01-15,HV.1,23F
29,2024-07-23,KP.2.2,24B
158,2024-09-25,KP.3.1.1,24E
2,2024-01-09,JN.1.64,24A
3,2024-01-11,KK.1,23A
1,2024-01-24,HV.1.8,23F
9,2024-05-20,KP.3.1,24C
24,2024-02-07,JN.1.39,24A
3,2025-01-03,XEC.11.1,24F
2,2024-01-07,EG.5.1.6,23F
2,2024-07-08,LP.6,24B
5,2024-07-23,NR.1,24C
5,2024-02-26,JN.1.5,24A
2,2024-01-26,JD.1.1.1,23A
4,2024-10-14,MC.10,24E
2,2025-01-06,MC.30.1.1,24E
1,2024-01-09,KB.1,23F
11,2024-01-19,KV.2,24A
1,2024-08-26,ML.1,24C
2,2024-05-29,KP.2.3.7,24G
6,2024-07-27,LB.1.3.5,24A
4,2024-02-02,JN.1.46,24A
1,2024-11-04,KP.2.19,24B
14,2024-07-20,KP.2.2,24B
1,2024-08-06,LP.1.2.1,24B
1,2024-07-18,KP.2.3.1,24G
1,2024-08-10,KR.1.1,24A
24,2024-12-25,KP.3.1.1,24E
26,2024-11-24,XEC,24F
2,2024-04-14,KS.1,24A
2,2024-02-02,KT.1.1,23E
1,2024-01-22,GJ.1.2.2,23E
1,2024-06-09,LY.1,24A
18,2024-09-30,MC.16,24E
2,2024-01-09,JN.18,23I
2,2024-05-14,KU.2,24A
5,2025-01-25,MC.10.1,24E
2,2024-11-18,MC.27,24E
4,2025-01-24,MC.10.1.1,24E
1,2024-09-21,KP.3.2,24C
1,2024-01-11,HK.3.14,23H
1,2024-09-26,KP.1,24B
1,2024-11-19,NY.3,25A
2,2024-09-04,MC.1,24E
1,2024-01-16,JD.1.1.5,23A
1,2024-12-19,XEF,recombinant
1,2024-01-05,EG.5.1.4,23F
3,2024-03-11,KU.2,24A
1,2025-01-03,NF.1,24A
1,2024-04-08,LE.1.2,24A
3,2024-07-14,KP.3.4,24C
1,2024-10-10,XEQ,recombinant
3,2024-02-12,JN.1.58,24A
1,2024-09-27,NM.1,24G
4,2025-01-28,LF.7.7.2,24H
1,2024-02-17,KT.1,23E
1,2024-08-02,LP.5,24B
1,2024-02-14,JN.1.16,24A
10,2024-09-06,LB.1.3,24A
12,2024-06-21,KP.3.2.3,24C
2,2024-05-04,KP.2.2,24B
1,2024-05-29,JN.1.8,24A
1,2024-02-28,JD.1.1,23A
1,2025-01-11,KP.3.3.5,24C
1,2024-01-02,HK.3.5,23H
7,2024-06-07,KP.3,24C
1,2024-06-30,JN.1.50,24A
8,2024-10-14,MC.24,24E
1,2024-06-24,MC.29,24E
2,2024-03-12,JN.1.1,24A
1,2024-04-26,KU.2,24A
14,2024-01-12,JG.3,23F
1,2025-02-09,MC.10.1.6,24E
3,2024-07-29,LB.1.8,24A
6,2024-08-14,KS.1.1.2,24A
1,2024-04-15,KP.5,24B
1,2024-04-29,LF.4,24A
1,2024-01-03,EG.5.1.8,23F
1,2024-10-11,MY.1,24C
10,2025-03-06,XEC.2,24F
1,2024-12-30,XEC.13,24F
2,2024-06-10,LP.1.1,24B
1,2024-11-09,KP.2.19,24B
3,2024-01-04,HV.1.6,23F
6,2024-08-05,MU.1,24B
1,2024-08-26,XEJ.1,recombinant
1,2025-01-13,HF.1.1,23B
2,2024-08-21,JN.1.16,24A
3,2024-02-06,KT.1.2,23E
2,2024-07-07,LB.1.2.1,24A
1,2024-03-26,JN.1.60,24A
5,2024-03-10,KQ.1,24A
2,2024-07-17,LF.3.1,24A
15,2024-12-26,MC.10.1,24E
3,2024-12-29,XEC.14,24F
1,2024-07-18,KP.3.2.1,24C
25,2024-01-02,JG.3,23F
1,2024-12-09,JN.1.11.1,24B
5,2024-01-14,JN.1.6,24A
2,2024-09-08,XEF,recombinant
5,2024-02-16,JN.1.16,24A
1,2025-01-01,NL.1.1,24A
2,2024-06-02,LP.1,24B
11,2024-01-16,JG.3.2,23F
4,2024-04-24,LB.1.7,24A
18,2024-08-16,MC.24,24E
1,2025-02-22,LF.7.1,24H
1,2024-10-09,MC.22,24E
1,2025-01-28,MC.10.1.5,24E
1,2024-07-29,LB.1.7.1,24A
3,2024-03-06,JN.1.45,24A
31,2024-07-08,KP.2.2,24B
1,2024-01-02,FL.24.1,23D
1,2024-08-06,MC.27,24E
1,2024-02-20,EG.5.1.14,23F
2,2024-01-06,XDP,recombinant
1,2024-01-10,HK.3.9,23H
2,2024-07-04,LF.4.1,24A
46,2024-01-23,JN.1.4.5,24A
1,2025-01-25,LF.7.1.3,24H
1,2025-02-10,NL.2,24A
1,2024-01-12,HK.3.10,23H
4,2024-09-16,KP.2.3.4,24G
1,2024-08-04,MF.1,24A
2,2024-01-17,HK.3,23H
1,2025-01-10,NP.1,24C
1,2025-03-03,JN.1.16.1,24A
16,2024-01-10,JN.1.22,24A
3,2024-02-08,JG.3.2,23F
67,2025-01-16,XEC,24F
1,2024-06-02,MH.1,24A
1,2024-07-03,KP.1.1.5,24B
2,2024-09-04,KS.1,24A
1,2024-01-18,JN.1.63,24A
2,2024-01-15,JN.1.1.4,24A
1,2024-01-22,JN.1.15,24A
1,2024-09-03,KP.3.1.9,24C
2,2024-08-06,LF.9,24A
13,2024-05-24,KP.3.2,24C
2,2025-03-23,KP.3.3.5,24C
1,2024-12-31,LP.8.1.7,25A
2,2024-10-26,MC.10.1,24E
10,2024-01-08,JN.1.45,24A
10,2024-11-19,MC.1,24E
2,2024-07-11,KR.1.1,24A
1,2024-02-07,KC.1,23D
2,2024-12-11,MC.13.2,24E
1,2024-11-18,LF.7.1,24H
7,2024-08-26,XEC,24F
1,2024-08-19,KP.1.1.4,24B
4,2024-02-15,JG.3,23F
2,2024-10-15,MC.35,24E
1,2024-10-22,NL.5,24A
1,2024-04-17,KP.3.3,24C
19,2024-06-10,LB.1,24A
3,2024-02-06,JG.3.2,23F
9,2025-02-07,MC.10.1,24E
1,2025-03-05,KP.2,24B
2,2024-08-07,LD.2,24A
1,2024-03-07,JN.1.45,24A
1,2025-01-04,ND.1.1.3,24A
3,2024-04-27,JN.1.4,24A
1,2024-06-05,KP.2.3.5,24G
1,2024-01-05,JG.3.4,23F
1,2024-01-08,GJ.1.2.6,23E
1,2024-02-14,JN.1.4.7,24A
1,2024-02-12,JF.1,23B
1,2024-07-19,LB.1.5,24A
14,2024-07-23,LB.1.3,24A
1,2024-05-23,KP.3.4,24C
237,2024-09-18,KP.3.1.1,24E
1,2024-07-31,MC.13.1,24E
2,2024-06-03,LZ.1.1,24A
25,2024-07-05,LB.1,24A
1,2024-08-07,JN.1.18,24A
1,2024-06-27,LB.1.4.3,24A
5,2024-01-07,JG.3,23F
1,2025-03-13,MC.33.1,24E
19,2024-02-22,JN.1.13.1,24A
1,2024-10-17,MC.25,24E
2,2024-08-07,JN.1.18.5,24A
1,2025-01-07,XEC.6,24F
1,2024-09-19,KP.2.6,24B
1,2025-02-25,LP.8.1.8,25A
20,2025-01-13,LP.8.1,25A
1,2024-01-08,JN.1.28,24A
1,2024-12-13,MC.28,24E
1,2024-06-26,KP.3.4,24C
1,2024-11-10,XDY,recombinant
4,2024-07-03,KP.3.1.10,24C
1,2024-12-15,KP.2.2,24B
3,2024-01-04,KK.1,23A
9,2024-06-14,KP.1.1.3,24B
1,2024-11-20,LU.2.1.1,24A
3,2025-03-01,XEC.9,24F
1,2024-12-18,BA.1.20,21K
2,2025-03-14,KP.3.1.1,24E
2,2024-01-31,KT.1.1,23E
1,2024-02-15,JN.1.69,24A
