method,gr_mse,gr_mse_reduced,lif_mse,lif_mse_reduced,n_samples,n_variants_requested,n_variants_real,mean_entropy,new_var_rate,n_days
stepwiseBFGS,2.477481482301303e-05,1.8314727012296075e-06,3.177557189946785,0.15422459140126513,5000,50,50,0.5913359477305182,0.07142857142857142,830
stepwiseBFGS,1.131205737343961e-05,8.284413001347958e-07,2.5607706677171596,0.21538099047501408,5000,50,50,0.6807280464311902,0.07142857142857142,908
stepwiseBFGS,3.649889072207597e-05,1.6194438368237163e-06,10.563414816675966,0.3731945631980433,5000,50,50,0.4245690467464538,0.07142857142857142,968
stepwiseBFGS,4.3989198965918606e-05,9.285117456866211e-07,3.8280296634715203,0.21896122021581638,5000,50,50,0.5552452521725193,0.07142857142857142,872
stepwiseBFGS,4.504656707138128e-05,1.6988046186368777e-06,9.099269560452607,0.2838096389132694,5000,50,50,0.6045035820374266,0.07142857142857142,857
stepwiseBFGS,1.789081674067145e-05,1.0328849589723118e-06,3.039143411836474,0.20556596116864562,5000,50,50,0.5022140103585814,0.07142857142857142,920
stepwiseBFGS,3.1315131897569636e-05,1.3921630499276536e-06,3.160210168590131,0.06650603859031243,5000,50,50,0.6180541052462899,0.07142857142857142,750
BFGS,1.9024203968485144e-05,3.4608332868511983e-07,2.7048101964387374,0.15318738314195243,10000,50,50,0.578926104233898,0.07142857142857142,943
BFGS,9.057901854694873e-06,1.487901114793266e-07,1.0280847924739736,0.04065757527756568,10000,50,50,0.6557063303128904,0.07142857142857142,836
BFGS,1.1069584850923308e-05,4.91674468948938e-07,2.4539955121167507,0.10404137968089121,10000,50,50,0.6824001768020049,0.07142857142857142,900
BFGS,4.339489266285568e-06,4.419302216443062e-07,0.6511445313648385,0.04298817392134588,10000,50,50,0.5913359477305182,0.07142857142857142,830
BFGS,7.424316835029969e-06,3.7681772940343383e-07,2.1665647934696595,0.11038673168052315,10000,50,50,0.6807280464311902,0.07142857142857142,908
BFGS,1.636561831426259e-05,1.036346235509369e-06,5.251965390285806,0.4743685373533041,10000,50,50,0.4245690467464538,0.07142857142857142,968
BFGS,3.771443105494864e-05,5.645261372425181e-07,9.547363207081082,0.1543979664265962,10000,50,50,0.5552452521725193,0.07142857142857142,872
BFGS,9.258564954741917e-06,2.4149682675242595e-06,1.4028927018452104,0.43003501703669716,10000,50,50,0.6045035820374266,0.07142857142857142,857
BFGS,2.498344738604313e-05,4.4046122854869976e-07,3.0327783605772214,0.08303366401478159,10000,50,50,0.5022140103585814,0.07142857142857142,920
BFGS,1.9606273086265862e-05,1.1586092772450032e-07,2.2142646499278413,0.011587841525912636,10000,50,50,0.6180541052462899,0.07142857142857142,750
stepwiseBFGS,1.9035175591834333e-05,3.460615030489117e-07,2.7067154482035396,0.15315982995792254,10000,50,50,0.578926104233898,0.07142857142857142,943
stepwiseBFGS,9.059234348071851e-06,1.4895674345285033e-07,1.028026946598173,0.04067292837833536,10000,50,50,0.6557063303128904,0.07142857142857142,836
